Rnk Team                         WON LOST   PF   PA     RATE      SOS
--- ----                         --- ----  ---  ---  -------  -------
1741 onn.                           4    0  110   65   54.077   45.923 (706)
1742 t                             18    0  659  269   54.041   44.289 (777)
1743 Mankato                        3    0  103   44   54.029   45.616 (721)
1744 e,Kan.                        10    0  262   97   54.020   44.574 (766)
1745 ellon                          6    0  165   66   53.968   45.288 (740)
1746 aptist                         3    0   98   33   53.955   42.554 (809)
1747 Neb.                           7    0  248   92   53.951   44.153 (782)
1748 i                             10    0  353  220   53.950   46.335 (684)
1749 ll.                            4    0  174   35   53.937   40.787 (827)
1750 ung                            6    0  176  103   53.920   45.964 (702)
1751 ch                            16    0  588  245   53.883   44.772 (758)
1752 er                             4    0  109   57   53.880   45.619 (720)
1753 Va.                            5    0  182   36   53.846   41.198 (824)
1754 Trenton                        4    0  143   54   53.842   43.879 (787)
1755 f God                          1    0   35   10   53.841   41.860 (816)
1756 tts                            7    0  217  109   53.835   45.292 (739)
1757 r, Pa.                         8    0  220   80   53.817   43.768 (790)
1758 dsburg                         6    0  163  101   53.795   46.057 (697)
1759 ma                             3    0   97   43   53.794   43.608 (795)
1760 merce                          5    0   94   49   53.790   46.768 (668)
1761 ce                             1    0   14    6   53.764   45.316 (736)
1762 nooga                          5    0  172   77   53.758   44.769 (759)
1763 ille                           7    0  273  142   53.743   45.437 (729)
1764 homa                           5    0  144   65   53.687   44.886 (755)
1765 a Tech                         5    0  180   72   53.663   44.522 (771)
1766 rio                            8    0  342   49   53.623   40.323 (830)
1767 n.                            23    0  782  335   53.616   44.536 (770)
1768 rn, IA                         9    0  294  150   53.564   45.327 (735)
1769 al                             9    0  285  223   53.561   47.031 (660)
1770 s St.                          3    0   86   48   53.552   44.981 (750)
1771 th                             7    0  216  119   53.534   45.737 (715)
1772 idge                           4    0  119   78   53.525   46.335 (683)
1773 Austin                         6    0  191  127   53.483   46.456 (676)
1774 o                             10    0  316  183   53.441   45.719 (716)
1775 nia                            7    0  243  157   53.439   46.249 (688)
1776 eth.                           3    0   76   44   53.438   45.675 (717)
1777 eville                         2    0   54   43   53.431   47.463 (644)
1778 in                             2    0   63   51   53.390   47.392 (646)
1779 s, Ill.                        5    0  156   60   53.348   43.283 (802)
1780 a                             47    0 1670  633   53.302   43.623 (793)
1781 ty                             8    0  269  162   53.207   45.647 (719)
1782 y St.                         19    0  588  356   53.199   45.431 (730)
1783 odist                          3    0  122   19   53.193   41.282 (823)
1784 eran                           7    0  197   97   53.174   43.777 (789)
1785 hern                           8    0  221  102   53.168   44.676 (764)
1786 a St.                         15    0  518  315   53.150   45.580 (723)
1787 ise                            3    0   96   64   53.116   45.937 (704)
1788 r,Va.                         10    0  385  151   53.101   43.395 (798)
1789 klahoma                        6    0  138   60   53.064   44.241 (781)
1790 St.P.                          7    0  239  120   53.045   44.501 (772)
1791 te                             6    0  251  122   53.017   44.560 (769)
1792 dney                           4    0  176   69   52.891   43.328 (800)
1793 le St.                         7    0  180  122   52.880   45.793 (711)
1794 Smith                          3    0  100   66   52.875   45.834 (709)
1795 tain                           5    0  117   36   52.862   42.916 (804)
1796 nd                             3    0   71   51   52.758   46.583 (673)
1797 een                            2    0   38   17   52.735   43.959 (785)
1798 well                           3    0  100   40   52.674   42.880 (805)
1799 Mudd                           4    0  122   73   52.598   45.016 (749)
1800 est. St                        8    0  255  129   52.593   44.870 (756)
1801 inson                          1    0   15   13   52.553   47.111 (657)
1802 Cent. Iowa                     0    1   18   21   52.548   58.083 (  6)
1803 eslyn                         17    0  452  208   52.529   43.706 (792)
1804 lyn                           11    0  369  170   52.510   43.847 (788)
1805 nta                            4    0  124   57   52.393   42.511 (810)
1806 ama                            3    0   82   66   52.391   46.270 (686)
1807 ristian                        1    0   23   21   52.309   47.090 (658)
1808 Ill.                          10    0  392  143   52.291   42.236 (812)
1809 al.                            5    0  165  116   52.278   44.761 (761)
1810 ns Pt.                         2    0   44   32   52.269   45.224 (743)
1811 Monroe                         1    0   27   21   52.240   46.183 (691)
1812 lands                          3    0  100   65   52.078   44.242 (779)
1813 an                            15    0  614  368   52.077   44.598 (765)
1814 theran                         5    0  151   72   52.072   43.403 (797)
1815 outhern                        2    0   61   21   52.039   41.531 (820)
1816 Trinity, Tex.                  0    1   30   33   51.988   57.222 ( 10)
1817 Pac. Lutheran                  0    1   21   28   51.828   58.083 (  4)
1818 on                             3    0   71   42   51.802   44.569 (767)
1819 ew                             1    0   25   22   51.793   46.387 (679)
1820 Tenn.                          3    0   90   29   51.742   41.371 (822)
1821 W. Michigan                    0    1   17   21   51.728   57.558 (  8)
1822 Montana                        0    1   25   27   51.718   56.867 ( 17)
1823 Wis.                           7    0  233   70   51.696   40.984 (826)
1824 isher                          1    0   34   10   51.687   39.918 (831)
1825 Wis.-Stout                     0    1   19   26   51.687   58.083 (  4)
1826 ark                            3    0   85   60   51.566   44.890 (754)
1827 olla                           2    0   57   48   51.534   45.970 (700)
1828 nry                            8    0  261  132   51.523   42.710 (808)
1829 ws                             4    0   99   42   51.483   41.511 (821)
1830 le FL                          3    0   76   60   51.450   45.332 (734)
1831 Whitworth                      0    1   28   34   51.185   56.923 ( 14)
1832 Susquehanna                    0    1   27   34   51.070   57.000 ( 12)
1833 Ala.-Birmingham                0    1   30   33   51.005   56.240 ( 57)
1834 fic                            6    0  234  165   50.963   44.242 (780)
1835 Portland St.                   0    1   24   27   50.901   56.257 ( 56)
1836 arine                          3    0   95   67   50.877   44.365 (775)
1837 Ind.                           4    0  105   66   50.841   43.519 (796)
1838 nn                             2    0   51   28   50.840   41.919 (814)
1839 Texas A&M                      0    1   41   43   50.780   55.770 (106)
1840 Michigan                       0    1   51   54   50.776   55.789 (101)
1841 Wisconsin                      0    1   44   47   50.723   55.789 (100)
1842 ol.                            9    0  273  159   50.581   42.297 (811)
1843 acon                           3    0   81   66   50.571   44.683 (763)
1844 nn. St.                        4    0  119   78   50.422   43.294 (801)
1845 rn, MN                         8    0  274   95   50.394   40.598 (828)
1846 ral                            5    0  120   67   50.387   42.749 (807)
1847 ckton                          3    0   79   62   50.338   44.302 (776)
